seed,fold,auc
42,0,0.6917374517374517
42,1,0.8358301158301158
42,2,0.7306763285024154
42,3,0.8201992753623188
42,4,0.7752113526570048
2025,0,0.7966023166023166
2025,1,0.7802316602316601
2025,2,0.7016908212560388
2025,3,0.7291666666666666
2025,4,0.8993055555555556
