seed,fold,auc
42,0,0.6418532818532818
42,1,0.8381467181467182
42,2,0.7385265700483091
42,3,0.825030193236715
42,4,0.755132850241546
2025,0,0.7419305019305019
2025,1,0.8050965250965251
2025,2,0.6926328502415459
2025,3,0.6933876811594204
2025,4,0.8568840579710145
