seed,fold,auc
42,0,0.6637837837837838
42,1,0.8239382239382239
42,2,0.7339975845410628
42,3,0.8090277777777778
42,4,0.7592089371980676
2025,0,0.7831660231660232
2025,1,0.7779150579150579
2025,2,0.692632850241546
2025,3,0.7296195652173912
2025,4,0.8893417874396135
