seed,fold,auc
42,0,0.6901930501930502
42,1,0.8046332046332046
42,2,0.7130132850241546
42,3,0.8115942028985508
42,4,0.7509057971014492
2025,0,0.7864092664092663
2025,1,0.6971428571428572
2025,2,0.6745169082125603
2025,3,0.7006340579710145
2025,4,0.8342391304347825
