threshold,precision,recall,f1
0.1,0.24293785310734464,0.8113207547169812,0.3739130434782609
0.15,0.2692307692307692,0.7924528301886793,0.4019138755980861
0.2,0.3037037037037037,0.7735849056603774,0.43617021276595747
0.25,0.34782608695652173,0.7547169811320755,0.47619047619047616
0.3,0.37383177570093457,0.7547169811320755,0.5
0.35,0.40404040404040403,0.7547169811320755,0.5263157894736842
0.4,0.4318181818181818,0.7169811320754716,0.5390070921985816
0.45,0.45569620253164556,0.6792452830188679,0.5454545454545454
0.5,0.4657534246575342,0.6415094339622641,0.5396825396825397
0.55,0.47058823529411764,0.6037735849056604,0.5289256198347108
0.6,0.45,0.5094339622641509,0.4778761061946903
0.65,0.4642857142857143,0.49056603773584906,0.47706422018348627
0.7,0.5098039215686274,0.49056603773584906,0.5
0.75,0.5555555555555556,0.4716981132075472,0.5102040816326531
0.8,0.575,0.4339622641509434,0.4946236559139785
0.85,0.6363636363636364,0.39622641509433965,0.4883720930232558
0.9,0.6666666666666666,0.37735849056603776,0.4819277108433735
