seed,fold,auc
42,0,0.4999227799227799
42,1,0.5667953667953668
42,2,0.7326388888888888
42,3,0.6280193236714976
42,4,0.5069444444444444
1337,0,0.7393050193050194
1337,1,0.7564478764478764
1337,2,0.5030193236714976
1337,3,0.6480978260869564
1337,4,0.7179951690821257
2024,0,0.6463320463320463
2024,1,0.4016988416988417
2024,2,0.6468900966183576
2024,3,0.5892210144927537
2024,4,0.6841787439613527
