actual,prob,cum_pos,fraction,gain,lift
1,0.6021869803228712,1,0.002857142857142857,0.018867924528301886,6.60377358490566
0,0.6009085374043043,1,0.005714285714285714,0.018867924528301886,3.30188679245283
1,0.5957845751911284,2,0.008571428571428572,0.03773584905660377,4.40251572327044
1,0.5842166151523241,3,0.011428571428571429,0.05660377358490566,4.952830188679245
0,0.578301688202854,3,0.014285714285714285,0.05660377358490566,3.9622641509433962
0,0.5719056841045514,3,0.017142857142857144,0.05660377358490566,3.30188679245283
1,0.5683629760674102,4,0.02,0.07547169811320754,3.773584905660377
1,0.5652434961262769,5,0.022857142857142857,0.09433962264150944,4.127358490566038
0,0.5641946693194523,5,0.025714285714285714,0.09433962264150944,3.668763102725367
0,0.5607068868949557,5,0.02857142857142857,0.09433962264150944,3.3018867924528306
0,0.5573367682836278,5,0.03142857142857143,0.09433962264150944,3.0017152658662094
0,0.5566829680046265,5,0.03428571428571429,0.09433962264150944,2.751572327044025
0,0.5565321625929163,5,0.037142857142857144,0.09433962264150944,2.539912917271408
0,0.556487376413256,5,0.04,0.09433962264150944,2.358490566037736
0,0.5560324570237591,5,0.04285714285714286,0.09433962264150944,2.20125786163522
1,0.5549192558979085,6,0.045714285714285714,0.11320754716981132,2.4764150943396226
0,0.5533927884549462,6,0.04857142857142857,0.11320754716981132,2.330743618201998
0,0.5376990963384568,6,0.05142857142857143,0.11320754716981132,2.20125786163522
0,0.5328715971684042,6,0.054285714285714284,0.11320754716981132,2.0854021847070507
0,0.5252912920885419,6,0.05714285714285714,0.11320754716981132,1.9811320754716981
1,0.5227262371960097,7,0.06,0.1320754716981132,2.20125786163522
0,0.5206447476077652,7,0.06285714285714286,0.1320754716981132,2.1012006861063464
0,0.5196541626503588,7,0.06571428571428571,0.1320754716981132,2.0098441345365052
1,0.5187891068149841,8,0.06857142857142857,0.1509433962264151,2.20125786163522
0,0.5187140536928803,8,0.07142857142857142,0.1509433962264151,2.1132075471698113
1,0.5184371697290211,9,0.07428571428571429,0.16981132075471697,2.2859216255442667
0,0.5176995234876857,9,0.07714285714285714,0.16981132075471697,2.20125786163522
1,0.5176946115783376,10,0.08,0.18867924528301888,2.358490566037736
0,0.517518219900707,10,0.08285714285714285,0.18867924528301888,2.2771633051398834
0,0.5173639034169737,10,0.08571428571428572,0.18867924528301888,2.20125786163522
1,0.5173224955901966,11,0.08857142857142856,0.20754716981132076,2.343274497869751
0,0.5170936508230847,11,0.09142857142857143,0.20754716981132076,2.270047169811321
0,0.5170808760937023,11,0.09428571428571429,0.20754716981132076,2.20125786163522
0,0.5165882774947169,11,0.09714285714285714,0.20754716981132076,2.1365149833518315
0,0.5156867691609195,11,0.1,0.20754716981132076,2.0754716981132075
0,0.5156246940951061,11,0.10285714285714286,0.20754716981132076,2.017819706498952
0,0.5154016458036442,11,0.10571428571428572,0.20754716981132076,1.9632840387557369
0,0.5149493096400358,11,0.10857142857142857,0.20754716981132076,1.9116186693147965
0,0.5149046437037046,11,0.11142857142857143,0.20754716981132076,1.8626028059990325
1,0.5148953220723625,12,0.11428571428571428,0.22641509433962265,1.9811320754716981
0,0.5146912451607203,12,0.11714285714285715,0.22641509433962265,1.932811780947998
0,0.5146186943647746,12,0.12,0.22641509433962265,1.8867924528301887
0,0.5146033832340452,12,0.12285714285714286,0.22641509433962265,1.8429135585783238
0,0.5137795750817731,12,0.12571428571428572,0.22641509433962265,1.8010291595197254
0,0.513415828500552,12,0.12857142857142856,0.22641509433962265,1.7610062893081764
0,0.5131973079189738,12,0.13142857142857142,0.22641509433962265,1.7227235438884332
0,0.5130021728807276,12,0.13428571428571429,0.22641509433962265,1.686069851465275
1,0.5129689615901513,13,0.13714285714285715,0.24528301886792453,1.7885220125786163
1,0.5128989732964245,14,0.14,0.2641509433962264,1.8867924528301885
0,0.5126833099693244,14,0.14285714285714285,0.2641509433962264,1.849056603773585
0,0.5119177873831792,14,0.1457142857142857,0.2641509433962264,1.812800591934887
1,0.5117021473073763,15,0.14857142857142858,0.2830188679245283,1.9049346879535558
0,0.5115268706156733,15,0.15142857142857144,0.2830188679245283,1.8689925240299037
1,0.5114724469779404,16,0.15428571428571428,0.3018867924528302,1.9566736547868624
1,0.5114003266311595,17,0.15714285714285714,0.32075471698113206,2.041166380789022
0,0.5110907812210481,17,0.16,0.32075471698113206,2.0047169811320753
1,0.5110342353575791,18,0.16285714285714287,0.33962264150943394,2.0854021847070503
0,0.5109516139433024,18,0.1657142857142857,0.33962264150943394,2.0494469746258948
1,0.5109162475158593,19,0.16857142857142857,0.3584905660377358,2.1266389510713144
0,0.5108199010458948,19,0.17142857142857143,0.3584905660377358,2.091194968553459
1,0.5107437517562892,20,0.1742857142857143,0.37735849056603776,2.1651716671821837
1,0.510706643484016,21,0.17714285714285713,0.39622641509433965,2.236762020693853
0,0.5104259672736237,21,0.18,0.39622641509433965,2.2012578616352205
0,0.5094702635602923,21,0.18285714285714286,0.39622641509433965,2.16686320754717
0,0.5092962946552838,21,0.18571428571428572,0.39622641509433965,2.1335268505079825
0,0.5090216406986529,21,0.18857142857142858,0.39622641509433965,2.1012006861063464
0,0.5089498124784213,21,0.19142857142857142,0.39622641509433965,2.0698394818361026
1,0.5089328252280801,22,0.19428571428571428,0.41509433962264153,2.1365149833518315
0,0.5079490012922299,22,0.19714285714285715,0.41509433962264153,2.105550998085863
0,0.5077719627680235,22,0.2,0.41509433962264153,2.0754716981132075
0,0.5073159102343736,22,0.20285714285714285,0.41509433962264153,2.0462397023651344
1,0.507274809541572,23,0.2057142857142857,0.4339622641509434,2.109538784067086
0,0.5071161221112956,23,0.20857142857142857,0.4339622641509434,2.0806409925045233
0,0.5069772178647448,23,0.21142857142857144,0.4339622641509434,2.052524222335543
0,0.5068900474542496,23,0.21428571428571427,0.4339622641509434,2.0251572327044025
