threshold,precision,recall,f1
0.1,0.25287356321839083,0.8301886792452831,0.3876651982378855
0.15,0.2670807453416149,0.8113207547169812,0.40186915887850466
0.2,0.28,0.7924528301886793,0.41379310344827586
0.25,0.2916666666666667,0.7924528301886793,0.4263959390862944
0.3,0.302158273381295,0.7924528301886793,0.4375
0.35,0.3088235294117647,0.7924528301886793,0.4444444444444444
0.4,0.31007751937984496,0.7547169811320755,0.43956043956043955
0.45,0.32,0.7547169811320755,0.449438202247191
0.5,0.32231404958677684,0.7358490566037735,0.4482758620689655
0.55,0.34210526315789475,0.7358490566037735,0.46706586826347307
0.6,0.34545454545454546,0.7169811320754716,0.4662576687116564
0.65,0.36893203883495146,0.7169811320754716,0.48717948717948717
0.7,0.38,0.7169811320754716,0.49673202614379086
0.75,0.3829787234042553,0.6792452830188679,0.4897959183673469
0.8,0.3870967741935484,0.6792452830188679,0.4931506849315068
0.85,0.4230769230769231,0.6226415094339622,0.5038167938931297
0.9,0.4225352112676056,0.5660377358490566,0.4838709677419355
