seed,fold,auc
42,0,0.6322779922779923
42,1,0.8406177606177606
42,2,0.7388285024154589
42,3,0.8052536231884058
42,4,0.7385265700483091
2025,0,0.7413127413127414
2025,1,0.7964478764478764
2025,2,0.7075785024154589
2025,3,0.700030193236715
2025,4,0.8503925120772947
