seed,fold,auc
42,0,0.7576833976833978
42,1,0.8560617760617761
42,2,0.7764190821256038
42,3,0.7845712560386473
42,4,0.7746074879227053
2025,0,0.8257915057915058
2025,1,0.8098841698841699
2025,2,0.763737922705314
2025,3,0.7237318840579711
2025,4,0.8894927536231885
