threshold,precision,recall,f1
0.1,0.233502538071066,0.8679245283018868,0.368
0.15,0.2542372881355932,0.8490566037735849,0.391304347826087
0.2,0.2716049382716049,0.8301886792452831,0.40930232558139534
0.25,0.2781456953642384,0.7924528301886793,0.4117647058823529
0.3,0.2937062937062937,0.7924528301886793,0.42857142857142855
0.35,0.2971014492753623,0.7735849056603774,0.4293193717277487
0.4,0.3076923076923077,0.7547169811320755,0.4371584699453552
0.45,0.3252032520325203,0.7547169811320755,0.45454545454545453
0.5,0.32231404958677684,0.7358490566037735,0.4482758620689655
0.55,0.3333333333333333,0.7358490566037735,0.4588235294117647
0.6,0.35135135135135137,0.7358490566037735,0.47560975609756095
0.65,0.3627450980392157,0.6981132075471698,0.4774193548387097
0.7,0.3711340206185567,0.6792452830188679,0.48
0.75,0.37894736842105264,0.6792452830188679,0.4864864864864865
0.8,0.4117647058823529,0.660377358490566,0.5072463768115942
0.85,0.4266666666666667,0.6037735849056604,0.5
0.9,0.4264705882352941,0.5471698113207547,0.4793388429752066
