threshold,f1
0.1,0.49740932642487046
0.15000000000000002,0.5357142857142857
0.2,0.5578231292517006
0.25,0.6015037593984962
0.30000000000000004,0.6129032258064516
0.35,0.5964912280701754
0.4,0.6226415094339622
0.45000000000000007,0.6262626262626263
0.5,0.6170212765957447
0.55,0.5517241379310345
0.6,0.49382716049382713
0.65,0.4675324675324675
0.7000000000000001,0.4166666666666667
0.75,0.3880597014925373
0.8,0.36923076923076925
0.85,0.34375
0.9,0.23333333333333334
