mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__penalty,param_clf__solver,param_clf__l1_ratio,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,sampler
0.029391765594482422,0.0019252131877670643,0.02820906639099121,0.0016692375621873506,1.0,,l1,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.43636363636363634,0.631578947368421,0.6774193548387096,0.6229508196721312,0.4727272727272727,0.5682080061940342,0.09533024578268917,2,0.6,0.8181818181818182,0.8076923076923077,0.76,0.6842105263157895,0.7340169304379831,0.08200990791601524,6,0.34285714285714286,0.5142857142857142,0.5833333333333334,0.5277777777777778,0.3611111111111111,0.4658730158730159,0.0960009133239497,13,0.7691119691119691,0.8671814671814672,0.8429951690821257,0.8310688405797101,0.8321256038647343,0.8284966099640012,0.032413108245382044,5,none
0.022972917556762694,0.001499424157343947,0.02750506401062012,0.0019377503984680253,1.0,,l2,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.4642857142857143,0.6101694915254238,0.6557377049180327,0.5901639344262295,0.4727272727272727,0.5586168235765345,0.07662993735255869,5,0.6190476190476191,0.75,0.8,0.72,0.6842105263157895,0.7146516290726816,0.06103973179604663,9,0.37142857142857144,0.5142857142857142,0.5555555555555556,0.5,0.3611111111111111,0.46047619047619043,0.07912089419496683,14,0.7678764478764478,0.8647104247104247,0.8432971014492753,0.8310688405797102,0.8325785024154589,0.8279062634062635,0.032332134631816965,8,none
0.03561668395996094,0.00481180288792053,0.028163909912109375,0.0014292955873813865,1.0,balanced,l1,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.4036697247706422,0.6021505376344086,0.5142857142857142,0.46808510638297873,0.48148148148148145,0.49393451291104506,0.06495518638567781,20,0.2972972972972973,0.4827586206896552,0.391304347826087,0.3793103448275862,0.3611111111111111,0.3823563443503474,0.059760126161800854,22,0.6285714285714286,0.8,0.75,0.6111111111111112,0.7222222222222222,0.7023809523809524,0.07206768745217204,3,0.7566023166023166,0.865019305019305,0.8289553140096618,0.8140096618357489,0.8242753623188406,0.8177723919571745,0.035087186891920856,21,none
0.022124242782592774,0.0008665140336740838,0.02628602981567383,0.0011203749938027442,1.0,balanced,l2,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.4144144144144144,0.6041666666666666,0.5252525252525253,0.4782608695652174,0.4807692307692308,0.500572741333611,0.0626961706170208,16,0.3026315789473684,0.47540983606557374,0.4126984126984127,0.39285714285714285,0.36764705882352944,0.3902488058784054,0.056481513357424816,16,0.6571428571428571,0.8285714285714286,0.7222222222222222,0.6111111111111112,0.6944444444444444,0.7026984126984127,0.07315308019386015,1,0.7586100386100386,0.8628571428571428,0.8336352657004831,0.8173309178743962,0.8263888888888888,0.8197644507861899,0.034173226384198535,17,none
0.03867173194885254,0.0037652784739788036,0.028240537643432616,0.0022504540950738445,3.0,,l1,liblinear,,"{'clf__C': 3.0, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.5172413793103449,0.5666666666666667,0.6666666666666666,0.6129032258064516,0.49122807017543857,0.5709412017251136,0.06352999609960429,1,0.6521739130434783,0.68,0.7777777777777778,0.7307692307692307,0.6666666666666666,0.7014775176514306,0.04644062594498916,11,0.42857142857142855,0.4857142857142857,0.5833333333333334,0.5277777777777778,0.3888888888888889,0.4828571428571428,0.0691353210579647,10,0.7652509652509653,0.8648648648648648,0.8446557971014493,0.8257850241545894,0.8230676328502415,0.8247248568444221,0.03331509192775276,13,none
0.02265315055847168,0.0005042082604551454,0.02568645477294922,0.00263644509425531,3.0,,l2,liblinear,,"{'clf__C': 3.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.4827586206896552,0.6,0.6451612903225806,0.6129032258064516,0.49122807017543857,0.5664102413988251,0.06654554786871647,3,0.6086956521739131,0.72,0.7692307692307693,0.7307692307692307,0.6666666666666666,0.6990724637681159,0.055826406648046216,13,0.4,0.5142857142857142,0.5555555555555556,0.5277777777777778,0.3888888888888889,0.4773015873015873,0.0690386784943331,11,0.7650965250965251,0.8637837837837838,0.8445048309178744,0.8274456521739131,0.8260869565217391,0.8253835496987671,0.03310430109944084,12,none
0.04384546279907227,0.003987842665735997,0.029110002517700195,0.0018643647764257118,3.0,balanced,l1,liblinear,,"{'clf__C': 3.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.42592592592592593,0.6086956521739131,0.5294117647058824,0.4782608695652174,0.46601941747572817,0.5016627259693334,0.06289707727241665,14,0.3150684931506849,0.49122807017543857,0.4090909090909091,0.39285714285714285,0.3582089552238806,0.3932907140996112,0.05863617572268212,15,0.6571428571428571,0.8,0.75,0.6111111111111112,0.6666666666666666,0.696984126984127,0.06826947036948587,6,0.7562934362934363,0.8613127413127413,0.8354468599033816,0.8097826086956522,0.8180857487922706,0.8161842789994964,0.034753805961162516,22,none
0.025164365768432617,0.0009068203188547662,0.027587699890136718,0.001837696088481329,3.0,balanced,l2,liblinear,,"{'clf__C': 3.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.4144144144144144,0.5957446808510638,0.52,0.46808510638297873,0.47058823529411764,0.4937664873885149,0.060961078257543835,21,0.3026315789473684,0.4745762711864407,0.40625,0.3793103448275862,0.36363636363636365,0.3852809117195518,0.05612202816017632,18,0.6571428571428571,0.8,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.6914285714285715,0.06476968518467295,8,0.7575289575289575,0.8616216216216217,0.8365036231884058,0.813707729468599,0.8208031400966183,0.8180330143808405,0.03443327649963725,20,none
0.19478340148925782,0.008378865480853492,0.022617244720458986,0.0036335517242462147,0.3,,elasticnet,saga,0.2,"{'clf__C': 0.3, 'clf__class_weight': None, 'clf__l1_ratio': 0.2, 'clf__penalty': 'elasticnet', 'clf__solver': 'saga'}",0.43636363636363634,0.5925925925925926,0.6428571428571429,0.576271186440678,0.48148148148148145,0.5459132079471062,0.07569842050452802,9,0.6,0.8421052631578947,0.9,0.7391304347826086,0.7222222222222222,0.7606915840325451,0.10373194497554446,1,0.34285714285714286,0.45714285714285713,0.5,0.4722222222222222,0.3611111111111111,0.42666666666666664,0.062774918161748,18,0.7674131274131274,0.8667181467181467,0.8407306763285024,0.8334842995169082,0.8390700483091786,0.8294832596571726,0.033086424254164096,3,none
0.1953726291656494,0.015102239280530434,0.01860074996948242,0.002672029248589865,0.3,,elasticnet,saga,0.4,"{'clf__C': 0.3, 'clf__class_weight': None, 'clf__l1_ratio': 0.4, 'clf__penalty': 'elasticnet', 'clf__solver': 'saga'}",0.43636363636363634,0.5925925925925926,0.6071428571428571,0.576271186440678,0.48148148148148145,0.5387703508042491,0.06744938208520328,11,0.6,0.8421052631578947,0.85,0.7391304347826086,0.7222222222222222,0.7506915840325451,0.09151037148356618,3,0.34285714285714286,0.45714285714285713,0.4722222222222222,0.4722222222222222,0.3611111111111111,0.4211111111111111,0.05700291506162471,20,0.7681853281853281,0.8676447876447877,0.8393719806763286,0.8330314009661836,0.8374094202898551,0.8291285835524966,0.03282166899442752,4,none
0.317077112197876,0.02967685463447915,0.01512923240661621,0.0011645927527224708,1.0,,elasticnet,saga,0.2,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__l1_ratio': 0.2, 'clf__penalty': 'elasticnet', 'clf__solver': 'saga'}",0.4444444444444444,0.5862068965517241,0.6557377049180327,0.6129032258064516,0.4727272727272727,0.554403908889585,0.08180989553515648,7,0.631578947368421,0.7391304347826086,0.8,0.7307692307692307,0.6842105263157895,0.7171378278472099,0.05646265791519351,8,0.34285714285714286,0.4857142857142857,0.5555555555555556,0.5277777777777778,0.3611111111111111,0.45460317460317456,0.08688123911555631,16,0.7675675675675676,0.8650193050193049,0.8429951690821256,0.8289553140096618,0.8330314009661834,0.8275137513289688,0.032472783561941665,10,none
0.3265990257263184,0.01948356856660274,0.014128875732421876,0.0002754702501159501,1.0,,elasticnet,saga,0.4,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__l1_ratio': 0.4, 'clf__penalty': 'elasticnet', 'clf__solver': 'saga'}",0.4444444444444444,0.6071428571428571,0.6557377049180327,0.6129032258064516,0.4727272727272727,0.5585911010078116,0.08384103862287791,6,0.631578947368421,0.8095238095238095,0.8,0.7307692307692307,0.6842105263157895,0.7312165027954501,0.06782419642470353,7,0.34285714285714286,0.4857142857142857,0.5555555555555556,0.5277777777777778,0.3611111111111111,0.45460317460317456,0.08688123911555631,16,0.7681853281853281,0.8664092664092664,0.8426932367149758,0.829861111111111,0.8327294685990336,0.8279756822039429,0.03254162431894982,7,none
0.015885162353515624,0.001520183494494889,0.019699811935424805,0.005070003581845457,0.3,,l2,lbfgs,,"{'clf__C': 0.3, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42201834862385323,0.5833333333333334,0.5217391304347826,0.5052631578947369,0.46,0.4984707940573411,0.054980324962308924,1,0.3108108108108108,0.45901639344262296,0.42857142857142855,0.4067796610169492,0.359375,0.3929106587683623,0.05234316254645576,1,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6388888888888888,0.6858730158730159,0.057958030357689094,1,0.7498069498069498,0.854980694980695,0.8260869565217391,0.8188405797101449,0.7942330917874396,0.8087896545613937,0.03528365895542199,1,random_over
0.02564549446105957,0.004894676753987426,0.02196192741394043,0.0038842488845586072,0.3,balanced,l2,lbfgs,,"{'clf__C': 0.3, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42201834862385323,0.5833333333333334,0.5217391304347826,0.5052631578947369,0.46,0.4984707940573411,0.054980324962308924,1,0.3108108108108108,0.45901639344262296,0.42857142857142855,0.4067796610169492,0.359375,0.3929106587683623,0.05234316254645576,1,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6388888888888888,0.6858730158730159,0.057958030357689094,1,0.7498069498069498,0.854980694980695,0.8260869565217391,0.8188405797101449,0.7942330917874396,0.8087896545613937,0.03528365895542199,1,random_over
0.0257108211517334,0.005684033752688846,0.017861413955688476,0.0020985036418462904,1.0,,l2,lbfgs,,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42592592592592593,0.5894736842105263,0.5161290322580645,0.5,0.43564356435643564,0.4934344413501905,0.059462378533896326,10,0.3150684931506849,0.4666666666666667,0.42105263157894735,0.4,0.3384615384615385,0.3882498659715675,0.055131973657086976,10,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6803174603174603,0.06328219282266895,5,0.7487258687258688,0.8532818532818534,0.8280495169082126,0.813858695652174,0.783816425120773,0.8055464719377763,0.036207520246817025,12,random_over
0.02440671920776367,0.004445954593841309,0.014933490753173828,0.0012284314240892684,1.0,balanced,l2,lbfgs,,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42592592592592593,0.5894736842105263,0.5161290322580645,0.5,0.43564356435643564,0.4934344413501905,0.059462378533896326,10,0.3150684931506849,0.4666666666666667,0.42105263157894735,0.4,0.3384615384615385,0.3882498659715675,0.055131973657086976,10,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6803174603174603,0.06328219282266895,5,0.7487258687258688,0.8532818532818534,0.8280495169082126,0.813858695652174,0.783816425120773,0.8055464719377763,0.036207520246817025,12,random_over
0.026007318496704103,0.006006844274248758,0.014230680465698243,0.0006890800385083574,3.0,,l2,lbfgs,,"{'clf__C': 3.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42201834862385323,0.574468085106383,0.5106382978723404,0.48484848484848486,0.42718446601941745,0.4838315364940958,0.056505541979416894,19,0.3108108108108108,0.4576271186440678,0.41379310344827586,0.38095238095238093,0.3283582089552239,0.37830832456215185,0.0540528631492526,19,0.6571428571428571,0.7714285714285715,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6746031746031746,0.05260653685454568,14,0.745019305019305,0.8531274131274131,0.8315217391304349,0.8102355072463768,0.7768719806763286,0.8033551890399717,0.03852895872700237,15,random_over
0.01872568130493164,0.001738769520573136,0.015766286849975587,0.0010872161343113205,3.0,balanced,l2,lbfgs,,"{'clf__C': 3.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.42201834862385323,0.574468085106383,0.5106382978723404,0.48484848484848486,0.42718446601941745,0.4838315364940958,0.056505541979416894,19,0.3108108108108108,0.4576271186440678,0.41379310344827586,0.38095238095238093,0.3283582089552239,0.37830832456215185,0.0540528631492526,19,0.6571428571428571,0.7714285714285715,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6746031746031746,0.05260653685454568,14,0.745019305019305,0.8531274131274131,0.8315217391304349,0.8102355072463768,0.7768719806763286,0.8033551890399717,0.03852895872700237,15,random_over
0.03073711395263672,0.006574735331471112,0.023856353759765626,0.003035810531954209,0.3,,l1,liblinear,,"{'clf__C': 0.3, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.4036697247706422,0.6153846153846154,0.5263157894736842,0.4791666666666667,0.4444444444444444,0.4937962481480106,0.07295706547621225,8,0.2972972972972973,0.5,0.423728813559322,0.38333333333333336,0.3492063492063492,0.3907131586792604,0.06861114685751132,6,0.6285714285714286,0.8,0.6944444444444444,0.6388888888888888,0.6111111111111112,0.6746031746031746,0.06862027948326797,14,0.7484169884169884,0.8555984555984556,0.823671497584541,0.8189915458937199,0.7889492753623188,0.8071255525712047,0.03616978014870309,7,random_over
0.02314901351928711,0.0035178106701756287,0.022369861602783203,0.005986000045524215,0.3,,l2,liblinear,,"{'clf__C': 0.3, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.42201834862385323,0.5833333333333334,0.5217391304347826,0.5052631578947369,0.46,0.4984707940573411,0.054980324962308924,1,0.3108108108108108,0.45901639344262296,0.42857142857142855,0.4067796610169492,0.359375,0.3929106587683623,0.05234316254645576,1,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6388888888888888,0.6858730158730159,0.057958030357689094,1,0.7494980694980695,0.8546718146718145,0.8262379227053139,0.8189915458937198,0.7943840579710144,0.8087566821479865,0.035317704061625946,3,random_over
0.031550025939941405,0.011350029668552883,0.022221755981445313,0.0046099637355160985,0.3,balanced,l1,liblinear,,"{'clf__C': 0.3, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.4036697247706422,0.6153846153846154,0.5263157894736842,0.4791666666666667,0.4444444444444444,0.4937962481480106,0.07295706547621225,8,0.2972972972972973,0.5,0.423728813559322,0.38333333333333336,0.3492063492063492,0.3907131586792604,0.06861114685751132,6,0.6285714285714286,0.8,0.6944444444444444,0.6388888888888888,0.6111111111111112,0.6746031746031746,0.06862027948326797,14,0.7484169884169884,0.8555984555984556,0.823671497584541,0.8189915458937199,0.7889492753623188,0.8071255525712047,0.03616978014870309,7,random_over
0.02304811477661133,0.0017506828518049264,0.02608036994934082,0.002276641971178006,0.3,balanced,l2,liblinear,,"{'clf__C': 0.3, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.42201834862385323,0.5833333333333334,0.5217391304347826,0.5052631578947369,0.46,0.4984707940573411,0.054980324962308924,1,0.3108108108108108,0.45901639344262296,0.42857142857142855,0.4067796610169492,0.359375,0.3929106587683623,0.05234316254645576,1,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6388888888888888,0.6858730158730159,0.057958030357689094,1,0.7494980694980695,0.8546718146718145,0.8262379227053139,0.8189915458937198,0.7943840579710144,0.8087566821479865,0.035317704061625946,3,random_over
0.056793832778930665,0.009011970285141854,0.02922677993774414,0.003276507709348651,1.0,,l1,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.42990654205607476,0.6021505376344086,0.5161290322580645,0.4791666666666667,0.43137254901960786,0.4917450655269645,0.0638921058616643,13,0.3194444444444444,0.4827586206896552,0.42105263157894735,0.38333333333333336,0.3333333333333333,0.3879844726759427,0.059635153833227775,12,0.6571428571428571,0.8,0.6666666666666666,0.6388888888888888,0.6111111111111112,0.6747619047619048,0.06541993735534855,12,0.7473359073359074,0.8520463320463321,0.8230676328502415,0.8117451690821256,0.7801932367149759,0.8028776556059165,0.036064651337807535,19,random_over
0.022237205505371095,0.004701804009747276,0.02496800422668457,0.0025831515921336573,1.0,,l2,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.42990654205607476,0.5894736842105263,0.5161290322580645,0.5,0.44,0.4951018517049331,0.057721433472707764,6,0.3194444444444444,0.4666666666666667,0.42105263157894735,0.4,0.34375,0.39018274853801166,0.0530264568689404,8,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6803174603174603,0.06328219282266895,5,0.7491891891891892,0.8532818532818534,0.8278985507246377,0.8146135265700484,0.7835144927536232,0.8056995225038704,0.0361162784380101,10,random_over
0.061982250213623045,0.011818709514521795,0.029416894912719725,0.002902306459162074,1.0,balanced,l1,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.42990654205607476,0.6021505376344086,0.5161290322580645,0.4791666666666667,0.43137254901960786,0.4917450655269645,0.0638921058616643,13,0.3194444444444444,0.4827586206896552,0.42105263157894735,0.38333333333333336,0.3333333333333333,0.3879844726759427,0.059635153833227775,12,0.6571428571428571,0.8,0.6666666666666666,0.6388888888888888,0.6111111111111112,0.6747619047619048,0.06541993735534855,12,0.7473359073359074,0.8520463320463321,0.8230676328502415,0.8117451690821256,0.7801932367149759,0.8028776556059165,0.036064651337807535,19,random_over
0.02761731147766113,0.0028506914461736907,0.030029773712158203,0.001960673909214565,1.0,balanced,l2,liblinear,,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.42990654205607476,0.5894736842105263,0.5161290322580645,0.5,0.44,0.4951018517049331,0.057721433472707764,6,0.3194444444444444,0.4666666666666667,0.42105263157894735,0.4,0.34375,0.39018274853801166,0.0530264568689404,8,0.6571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6803174603174603,0.06328219282266895,5,0.7491891891891892,0.8532818532818534,0.8278985507246377,0.8146135265700484,0.7835144927536232,0.8056995225038704,0.0361162784380101,10,random_over
