seed,fold,auc
42,0,0.6622393822393822
42,1,0.8324324324324325
42,2,0.7336956521739131
42,3,0.7901570048309179
42,4,0.766304347826087
2025,0,0.791042471042471
2025,1,0.7768339768339768
2025,2,0.6962560386473429
2025,3,0.730072463768116
2025,4,0.8993055555555556
