seed,fold,auc
42,0,0.7549034749034749
42,1,0.7848648648648648
42,2,0.7519625603864735
42,3,0.7459239130434782
42,4,0.7676630434782608
1337,0,0.7725096525096525
1337,1,0.7158301158301157
1337,2,0.769927536231884
1337,3,0.711352657004831
1337,4,0.8162741545893719
2024,0,0.7115057915057915
2024,1,0.793976833976834
2024,2,0.7320350241545893
2024,3,0.7471316425120773
2024,4,0.7635869565217391
