seed,fold,auc
42,0,0.6659459459459458
42,1,0.8344401544401545
42,2,0.7392814009661837
42,3,0.8291062801932367
42,4,0.7753623188405797
2025,0,0.7436293436293436
2025,1,0.8055598455598455
2025,2,0.6951992753623187
2025,3,0.6933876811594203
2025,4,0.8567330917874396
