seed,fold,auc
42,0,0.6659459459459458
42,1,0.8344401544401545
42,2,0.7392814009661837
42,3,0.8103864734299516
42,4,0.7753623188405797
1337,0,0.7762162162162162
1337,1,0.7340540540540541
1337,2,0.7884963768115941
1337,3,0.6692330917874397
1337,4,0.7759661835748792
2024,0,0.7153667953667953
2024,1,0.8145173745173746
2024,2,0.7453200483091789
2024,3,0.769927536231884
2024,4,0.6933876811594204
