seed,fold,auc
42,0,0.7584555984555984
42,1,0.7811583011583012
42,2,0.7578502415458936
42,3,0.7306763285024155
42,4,0.7592089371980676
2025,0,0.7939768339768339
2025,1,0.7556756756756756
2025,2,0.7696256038647343
2025,3,0.6955012077294686
2025,4,0.842542270531401
