seed,fold,auc
42,0,0.6455598455598455
42,1,0.7995366795366795
42,2,0.6234903381642513
42,3,0.8220108695652174
42,4,0.7629830917874396
2025,0,0.8256370656370656
2025,1,0.8018532818532818
2025,2,0.667572463768116
2025,3,0.7246376811594202
2025,4,0.7989130434782609
