seed,fold,auc
42,0,0.7604633204633204
42,1,0.8430888030888031
42,2,0.8205012077294687
42,3,0.8001207729468599
42,4,0.7663043478260869
1337,0,0.8786100386100386
1337,1,0.7533590733590734
1337,2,0.7770229468599034
1337,3,0.7471316425120773
1337,4,0.8291062801932368
2024,0,0.7359073359073358
2024,1,0.8250193050193051
2024,2,0.8197463768115943
2024,3,0.8143115942028986
2024,4,0.7628321256038647
