seed,fold,auc
42,0,0.6378378378378379
42,1,0.797992277992278
42,2,0.7231280193236717
42,3,0.780721618357488
42,4,0.8140096618357487
2025,0,0.7246332046332047
2025,1,0.7039382239382238
2025,2,0.6360205314009661
2025,3,0.6968599033816426
2025,4,0.7646437198067633
