seed,fold,auc
42,0,0.6854054054054054
42,1,0.8033976833976834
42,2,0.7065217391304347
42,3,0.8143115942028986
42,4,0.7342995169082125
2025,0,0.7972200772200774
2025,1,0.698996138996139
2025,2,0.6654589371980676
2025,3,0.6959541062801933
2025,4,0.8309178743961353
