seed,fold,auc
42,0,0.7604633204633204
42,1,0.8430888030888031
42,2,0.8182367149758454
42,3,0.7958937198067633
42,4,0.7628321256038646
1337,0,0.8786100386100386
1337,1,0.7538223938223938
1337,2,0.7777777777777778
1337,3,0.748792270531401
1337,4,0.8291062801932368
2024,0,0.7359073359073358
2024,1,0.8257915057915057
2024,2,0.8197463768115943
2024,3,0.8179347826086957
2024,4,0.7605676328502414
