seed,fold,auc
42,0,0.7117374517374517
42,1,0.7793050193050193
42,2,0.7077294685990339
42,3,0.733016304347826
42,4,0.6366243961352657
2025,0,0.8191505791505791
2025,1,0.7036293436293436
2025,2,0.7021437198067633
2025,3,0.7107487922705313
2025,4,0.7318840579710145
