seed,fold,auc
42,0,0.6481853281853281
42,1,0.7783783783783784
42,2,0.7024456521739131
42,3,0.8259359903381642
42,4,0.7032004830917874
2025,0,0.7323552123552124
2025,1,0.7827027027027027
2025,2,0.6517210144927537
2025,3,0.7056159420289856
2025,4,0.747433574879227
