seed,fold,auc
42,0,0.6985328185328186
42,1,0.7777606177606178
42,2,0.7484903381642511
42,3,0.7730978260869565
42,4,0.7302234299516908
2025,0,0.8047876447876448
2025,1,0.6892664092664093
2025,2,0.6351147342995169
2025,3,0.6905193236714975
2025,4,0.8242753623188406
