seed,fold,auc
42,0,0.5000772200772201
42,1,0.6108108108108108
42,2,0.7346014492753623
42,3,0.641153381642512
42,4,0.6600241545893719
2025,0,0.7698841698841699
2025,1,0.7482625482625483
2025,2,0.7072765700483091
2025,3,0.5990338164251208
2025,4,0.7732487922705314
