seed,fold,auc
42,0,0.6903474903474903
42,1,0.778996138996139
42,2,0.6930857487922705
42,3,0.7272795893719806
42,4,0.634284420289855
2025,0,0.8001544401544401
2025,1,0.6962934362934363
2025,2,0.7081823671497586
2025,3,0.7150513285024155
2025,4,0.7255434782608696
