threshold,precision,recall,f1
0.1,0.2671232876712329,0.7358490566037735,0.39195979899497485
0.15,0.2714285714285714,0.7169811320754716,0.39378238341968913
0.2,0.2740740740740741,0.6981132075471698,0.39361702127659576
0.25,0.28125,0.6792452830188679,0.39779005524861877
0.3,0.2857142857142857,0.6792452830188679,0.4022346368715084
0.35,0.2903225806451613,0.6792452830188679,0.4067796610169492
0.4,0.29508196721311475,0.6792452830188679,0.4114285714285714
0.45,0.3025210084033613,0.6792452830188679,0.4186046511627907
0.5,0.29914529914529914,0.660377358490566,0.4117647058823529
0.55,0.30701754385964913,0.660377358490566,0.41916167664670656
0.6,0.3008849557522124,0.6415094339622641,0.40963855421686746
0.65,0.3055555555555556,0.6226415094339622,0.40993788819875776
0.7,0.3047619047619048,0.6037735849056604,0.4050632911392405
0.75,0.31683168316831684,0.6037735849056604,0.4155844155844156
0.8,0.3263157894736842,0.5849056603773585,0.4189189189189189
0.85,0.33695652173913043,0.5849056603773585,0.42758620689655175
0.9,0.32967032967032966,0.5660377358490566,0.4166666666666667
