seed,fold,auc
42,0,0.5697297297297297
42,1,0.8037065637065636
42,2,0.7460748792270531
42,3,0.8460144927536233
42,4,0.7501509661835749
2025,0,0.7660231660231659
2025,1,0.7728185328185327
2025,2,0.6240942028985508
2025,3,0.7018417874396136
2025,4,0.7616243961352658
