seed,fold,auc
42,0,0.6605405405405406
42,1,0.6727413127413128
42,2,0.6505132850241545
42,3,0.49486714975845414
42,4,0.6656099033816426
2025,0,0.6353667953667953
2025,1,0.734054054054054
2025,2,0.6798007246376812
2025,3,0.6207729468599034
2025,4,0.5510265700483091
