threshold,precision,recall,f1
0.1,0.2469879518072289,0.7735849056603774,0.3744292237442922
0.15,0.25,0.7169811320754716,0.37073170731707317
0.2,0.2605633802816901,0.6981132075471698,0.37948717948717947
0.25,0.2647058823529412,0.6792452830188679,0.38095238095238093
0.3,0.2706766917293233,0.6792452830188679,0.3870967741935484
0.35,0.2748091603053435,0.6792452830188679,0.391304347826087
0.4,0.27906976744186046,0.6792452830188679,0.3956043956043956
0.45,0.2903225806451613,0.6792452830188679,0.4067796610169492
0.5,0.2857142857142857,0.6415094339622641,0.3953488372093023
0.55,0.30357142857142855,0.6415094339622641,0.4121212121212121
0.6,0.3238095238095238,0.6415094339622641,0.43037974683544306
0.65,0.34,0.6415094339622641,0.4444444444444444
0.7,0.3434343434343434,0.6415094339622641,0.4473684210526316
0.75,0.35106382978723405,0.6226415094339622,0.4489795918367347
0.8,0.34831460674157305,0.5849056603773585,0.43661971830985913
0.85,0.3522727272727273,0.5849056603773585,0.4397163120567376
0.9,0.3373493975903614,0.5283018867924528,0.4117647058823529
