threshold,precision,recall,f1
0.1,0.15497076023391812,1.0,0.2683544303797468
0.15,0.15548780487804878,0.9622641509433962,0.2677165354330709
0.2,0.16721311475409836,0.9622641509433962,0.2849162011173184
0.25,0.18352059925093633,0.9245283018867925,0.30625
0.3,0.19591836734693877,0.9056603773584906,0.3221476510067114
0.35,0.21962616822429906,0.8867924528301887,0.352059925093633
0.4,0.2541436464088398,0.8679245283018868,0.39316239316239315
0.45,0.2727272727272727,0.7924528301886793,0.4057971014492754
0.5,0.33613445378151263,0.7547169811320755,0.46511627906976744
0.55,0.42857142857142855,0.7358490566037735,0.5416666666666666
0.6,0.47368421052631576,0.6792452830188679,0.5581395348837209
0.65,0.5344827586206896,0.5849056603773585,0.5585585585585585
0.7,0.5102040816326531,0.4716981132075472,0.49019607843137253
0.75,0.5714285714285714,0.37735849056603776,0.45454545454545453
0.8,0.5833333333333334,0.2641509433962264,0.36363636363636365
0.85,0.6666666666666666,0.22641509433962265,0.3380281690140845
0.9,0.6363636363636364,0.1320754716981132,0.21875
