seed,fold,auc
42,0,0.7549034749034749
42,1,0.7848648648648648
42,2,0.7519625603864735
42,3,0.7459239130434782
42,4,0.7676630434782608
2025,0,0.7983011583011582
2025,1,0.7573745173745173
2025,2,0.764945652173913
2025,3,0.6932367149758454
2025,4,0.8479770531400966
