timestamp,exp_name,model,cv_auc_mean,cv_auc_std,test_auc,features_count,hyperparams,notes,feature_pipeline,family,feature_description,random_seed,cv_mode,sampler_summary,encoder,scaler,manual_features,poly_added,selector,basic_sampler,advanced_sampler
2025-11-07 15:21:25,seed2025_tree_onehot_LGB_v3,LGB,0.7928592552179508,0.0581240981450929,0.8653198653198654,48,"{'random_state': 2025, 'n_jobs': -1, 'verbosity': -1, 'n_estimators': 1500, 'learning_rate': 0.03, 'num_leaves': 96, 'subsample': 0.85, 'colsample_bytree': 0.85, 'reg_lambda': 0.5}",One-hot encoding without scaling,tree_onehot,tree,One-hot encoding without scaling,2025,kfold,none,onehot,none,none,0,none,none,none
2025-11-07 14:37:01,seed42_tree_target_XGB_v3,XGB,0.8098867159084551,0.048135064336207796,0.8653198653198654,27,"{'random_state': 42, 'eval_metric': 'auc', 'n_jobs': -1, 'tree_method': 'hist', 'verbosity': 0, 'n_estimators': 1600, 'learning_rate': 0.03, 'max_depth': 10, 'subsample': 0.85, 'colsample_bytree': 0.8, 'reg_lambda': 1.5, 'scale_pos_weight': 1.5}",Target encoding on categoricals,tree_target,tree,Target encoding on categoricals,42,kfold,none,target,none,none,0,none,none,none
2025-11-07 15:16:04,seed2025_tree_target_XGB_v1,XGB,0.80646515304124,0.044129181456260026,0.8651928085890349,27,"{'random_state': 2025, 'eval_metric': 'auc', 'n_jobs': -1, 'tree_method': 'hist', 'verbosity': 0, 'n_estimators': 1000, 'learning_rate': 0.05, 'max_depth': 8, 'subsample': 0.9, 'colsample_bytree': 0.75, 'reg_lambda': 1.0, 'scale_pos_weight': 1.0}",Target encoding on categoricals,tree_target,tree,Target encoding on categoricals,2025,kfold,none,target,none,none,0,none,none,none
2025-11-07 14:37:10,seed42_tree_target_XGB_v4,XGB,0.8111250163206684,0.048920287912472424,0.8645575249348835,27,"{'random_state': 42, 'eval_metric': 'auc', 'n_jobs': -1, 'tree_method': 'hist', 'verbosity': 0, 'n_estimators': 1800, 'learning_rate': 0.025, 'max_depth': 11, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_lambda': 1.8, 'scale_pos_weight': 1.8}",Target encoding on categoricals,tree_target,tree,Target encoding on categoricals,42,kfold,none,target,none,none,0,none,none,none
2025-11-07 14:46:31,seed42_neural_raw_MLP_v2,MLP,0.8059697508067073,0.023034783552609638,0.863985769646147,48,"{'random_state': 42, 'hidden_layer_sizes': (256,), 'alpha': 0.0004, 'learning_rate_init': 0.001, 'max_iter': 1500, 'early_stopping': True, 'n_iter_no_change': 30}",One-hot + StandardScaler (no sampling),neural_raw,neural,One-hot + StandardScaler (no sampling),42,kfold,none,onehot,standard,none,0,none,none,none
2025-11-07 15:25:28,seed2025_neural_raw_MLP_v3,MLP,0.8090253856340812,0.013799534419067259,0.8634775427228257,48,"{'random_state': 2025, 'hidden_layer_sizes': (512, 256), 'alpha': 0.0001, 'learning_rate_init': 0.0008, 'max_iter': 1700, 'early_stopping': True, 'n_iter_no_change': 25}",One-hot + StandardScaler (no sampling),neural_raw,neural,One-hot + StandardScaler (no sampling),2025,kfold,none,onehot,standard,none,0,none,none,none
2025-11-07 15:25:22,seed2025_neural_raw_MLP_v2,MLP,0.8047155913677653,0.022450893046838453,0.8632869576265804,48,"{'random_state': 2025, 'hidden_layer_sizes': (256,), 'alpha': 0.0004, 'learning_rate_init': 0.001, 'max_iter': 1500, 'early_stopping': True, 'n_iter_no_change': 30}",One-hot + StandardScaler (no sampling),neural_raw,neural,One-hot + StandardScaler (no sampling),2025,kfold,none,onehot,standard,none,0,none,none,none
2025-11-07 15:23:28,seed2025_neural_standard_MLP_v1,MLP,0.7911815744315744,0.021377733376628346,0.8606822946445588,48,"{'random_state': 2025, 'hidden_layer_sizes': (512,), 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 1500, 'early_stopping': True, 'n_iter_no_change': 30}",One-hot + StandardScaler + SMOTE,neural_standard,neural,One-hot + StandardScaler + SMOTE,2025,kfold,smote,onehot,standard,none,0,none,smote,none
2025-11-07 14:45:03,seed42_neural_standard_MLP_v4,MLP,0.7808204306791263,0.028562725328838356,0.8582682167587828,48,"{'random_state': 42, 'hidden_layer_sizes': (256, 128), 'alpha': 0.0002, 'learning_rate_init': 0.0008, 'max_iter': 1700, 'early_stopping': True, 'n_iter_no_change': 25}",One-hot + StandardScaler + SMOTE,neural_standard,neural,One-hot + StandardScaler + SMOTE,42,kfold,smote,onehot,standard,none,0,none,smote,none
2025-11-07 14:44:46,seed42_neural_standard_MLP_v2,MLP,0.7847003292111988,0.0268634665331388,0.8582682167587827,48,"{'random_state': 42, 'hidden_layer_sizes': (256,), 'alpha': 0.0004, 'learning_rate_init': 0.001, 'max_iter': 1500, 'early_stopping': True, 'n_iter_no_change': 30}",One-hot + StandardScaler + SMOTE,neural_standard,neural,One-hot + StandardScaler + SMOTE,42,kfold,smote,onehot,standard,none,0,none,smote,none
